rooms_diff,machine_diff,cooling_diff,appliances_diff,rooms_diff_mean,machine_diff_mean,cooling_diff_mean,appliances_diff_mean,date,Day_of_week
53.20799999999963,649.1239999999998,320.1050000000014,0.73599999999999,0.03694999999999974,0.4507805555555554,0.22229513888888985,0.0005111111111111041,2015-11-15,Sunday
148.54500000000007,753.3420000000006,313.8119999999999,1.1829999999999927,0.10315625000000005,0.523154166666667,0.21792499999999992,0.0008215277777777727,2015-11-16,Monday
348.6930000000011,851.518,305.21899999999914,3.747,0.24214791666666743,0.5913319444444445,0.2119576388888883,0.0026020833333333334,2015-11-17,Tuesday
345.5749999999989,868.5849999999991,284.8119999999999,4.197000000000003,0.23998263888888813,0.6031840277777771,0.19778611111111105,0.0029145833333333354,2015-11-18,Wednesday
287.72600000000057,920.6620000000003,408.5630000000001,3.0660000000000025,0.19980972222222262,0.6393486111111113,0.2837243055555556,0.0021291666666666685,2015-11-19,Thursday
284.7459999999992,765.6470000000008,307.5619999999999,3.0489999999999924,0.19774027777777722,0.5316993055555561,0.21358472222222216,0.002117361111111106,2015-11-20,Friday
113.98900000000049,653.9259999999995,299.4840000000004,3.031000000000006,0.07915902777777811,0.45411527777777744,0.20797500000000027,0.002104861111111115,2015-11-21,Saturday
50.21900000000005,646.7590000000018,266.3130000000001,0.7860000000000014,0.03487430555555559,0.4491381944444457,0.1849395833333334,0.0005458333333333343,2015-11-22,Sunday
84.28399999999965,666.2729999999974,257.0789999999997,0.7690000000000055,0.058530555555555315,0.46268958333333154,0.17852708333333314,0.0005340277777777816,2015-11-23,Monday
130.304000000001,699.6130000000012,268.96800000000076,3.0019999999999953,0.09048888888888958,0.48584236111111195,0.18678333333333386,0.002084722222222219,2015-11-24,Tuesday
144.47299999999905,716.5870000000032,272.90599999999904,3.082000000000008,0.10032847222222156,0.4976298611111133,0.1895180555555549,0.002140277777777783,2015-11-25,Wednesday
183.6900000000005,781.0920000000006,299.9220000000005,3.032999999999987,0.12756250000000036,0.5424250000000004,0.208279166666667,0.002106249999999991,2015-11-26,Thursday
172.20700000000033,694.0859999999993,287.03199999999924,3.9210000000000065,0.11958819444444467,0.4820041666666662,0.19932777777777724,0.0027229166666666712,2015-11-27,Friday
94.88799999999901,687.3349999999991,268.3670000000002,2.9399999999999977,0.06589444444444376,0.4773159722222216,0.18636597222222234,0.002041666666666665,2015-11-28,Saturday
55.28500000000167,656.2799999999988,257.96100000000115,0.7360000000000042,0.03839236111111227,0.4557499999999992,0.17913958333333413,0.000511111111111114,2015-11-29,Sunday
86.98099999999795,671.9809999999925,314.5769999999993,1.1839999999999975,0.0604034722222208,0.466653472222217,0.21845624999999952,0.0008222222222222205,2015-11-30,Monday
129.21100000000115,777.0060000000012,313.7340000000004,3.747,0.0897298611111119,0.5395875000000009,0.2178708333333336,0.0026020833333333334,2015-12-01,Tuesday
196.6279999999988,733.7130000000034,298.28199999999924,4.197000000000003,0.13654722222222138,0.509522916666669,0.20714027777777724,0.0029145833333333354,2015-12-02,Wednesday
201.24900000000162,882.851999999999,300.5619999999999,3.063999999999993,0.1397562500000011,0.6130916666666659,0.20872361111111104,0.0021277777777777727,2015-12-03,Thursday
239.1269999999986,824.122000000003,282.97700000000077,3.0500000000000114,0.16606041666666568,0.5723069444444465,0.19651180555555608,0.0021180555555555636,2015-12-04,Friday
240.78000000000065,660.5780000000013,296.85199999999895,3.0779999999999887,0.1672083333333338,0.45873472222222317,0.20614722222222148,0.0021374999999999923,2015-12-05,Saturday
55.74199999999837,655.3079999999973,260.57800000000134,0.73599999999999,0.03870972222222109,0.4550749999999981,0.18095694444444538,0.0005111111111111041,2015-12-06,Sunday
141.76000000000204,656.3159999999989,272.9840000000004,0.7580000000000098,0.09844444444444586,0.4557749999999992,0.18957222222222248,0.0005263888888888957,2015-12-07,Monday
285.6409999999996,786.487000000001,291.757999999998,3.068000000000012,0.1983618055555553,0.5461715277777784,0.20260972222222082,0.002130555555555564,2015-12-08,Tuesday
313.16300000000047,934.1410000000033,302.71900000000096,3.1319999999999766,0.21747430555555589,0.6487090277777801,0.21022152777777844,0.002174999999999984,2015-12-09,Wednesday
304.92299999999886,717.5519999999888,298.41400000000067,3.0060000000000286,0.21175208333333254,0.4982999999999922,0.2072319444444449,0.00208750000000002,2015-12-10,Thursday
138.987000000001,724.718000000008,263.20300000000134,4.194999999999993,0.09651875000000068,0.5032763888888945,0.18277986111111205,0.0029131944444444396,2015-12-11,Friday
98.90699999999924,690.1169999999984,322.78199999999924,3.026999999999987,0.06868541666666614,0.47924791666666555,0.22415416666666615,0.0021020833333333243,2015-12-12,Saturday
52.77000000000044,671.0760000000009,279.0929999999971,0.6850000000000023,0.036645833333333634,0.46602500000000063,0.19381458333333132,0.000475694444444446,2015-12-13,Sunday
135.60499999999956,689.625,262.26600000000326,1.045000000000016,0.09417013888888859,0.47890625,0.18212916666666892,0.0007256944444444554,2015-12-14,Monday
227.91400000000067,791.3070000000007,279.29699999999866,3.829999999999984,0.15827361111111157,0.5495187500000005,0.19395624999999908,0.0026597222222222113,2015-12-15,Tuesday
187.6860000000015,673.5979999999981,274.125,3.098000000000013,0.13033750000000105,0.4677763888888876,0.19036458333333334,0.002151388888888898,2015-12-16,Wednesday
219.30699999999888,827.6800000000003,323.8119999999981,3.1389999999999816,0.152296527777777,0.5747777777777779,0.22486944444444312,0.002179861111111098,2015-12-17,Thursday
149.55099999999766,562.8120000000054,284.5310000000027,4.063999999999993,0.10385486111110949,0.39084166666667036,0.19759097222222408,0.0028222222222222173,2015-12-18,Friday
83.54800000000068,451.79899999999907,282.3129999999983,2.981000000000023,0.05801944444444492,0.3137493055555549,0.19605069444444326,0.0020701388888889048,2015-12-19,Saturday
52.14000000000124,423.91599999999016,251.53099999999904,0.679000000000002,0.03620833333333419,0.2943861111111043,0.17467430555555488,0.0004715277777777792,2015-12-20,Sunday
141.98799999999756,429.47200000000885,253.34400000000096,0.6759999999999877,0.09860277777777608,0.2982444444444506,0.175933333333334,0.0004694444444444359,2015-12-21,Monday
248.19800000000396,593.1129999999976,288.1880000000019,1.8449999999999989,0.17235972222222498,0.4118840277777761,0.2001305555555569,0.0012812499999999992,2015-12-22,Tuesday
161.18299999999726,531.6719999999987,280.3110000000015,1.2160000000000082,0.11193263888888699,0.36921666666666575,0.19466041666666772,0.0008444444444444502,2015-12-23,Wednesday
70.96800000000076,298.2700000000041,278.8449999999975,1.174999999999983,0.04928333333333386,0.20713194444444727,0.19364236111110938,0.0008159722222222103,2015-12-24,Thursday
53.504000000000815,298.0859999999957,259.90599999999904,1.1590000000000202,0.03715555555555612,0.20700416666666369,0.1804902777777771,0.0008048611111111252,2015-12-25,Friday
51.81399999999849,297.362000000001,262.9370000000017,0.001999999999981128,0.035981944444443394,0.20650138888888958,0.1825951388888901,1.3888888888757832e-06,2015-12-26,Saturday
51.91500000000087,297.09500000000116,252.03199999999924,0.0030000000000143245,0.03605208333333394,0.20631597222222303,0.1750222222222217,2.083333333343281e-06,2015-12-27,Sunday
51.95499999999993,296.7499999999927,251.81199999999808,0.0020000000000095497,0.03607986111111106,0.20607638888888383,0.1748694444444431,1.3888888888955206e-06,2015-12-28,Monday
53.030000000000655,296.84000000001106,252.0930000000044,0.002999999999985903,0.036826388888889346,0.20613888888889656,0.17506458333333638,2.0833333333235434e-06,2015-12-29,Tuesday
53.120999999999185,297.3319999999949,252.42299999999886,0.0020000000000095497,0.03688958333333277,0.206480555555552,0.17529374999999922,1.3888888888955206e-06,2015-12-30,Wednesday
53.63900000000103,291.3040000000037,251.98399999999674,1.1599999999999966,0.03724930555555627,0.20229444444444702,0.1749888888888866,0.0008055555555555532,2015-12-31,Thursday
51.789999999999054,290.9890000000014,252.21900000000096,0.002999999999985903,0.035965277777777124,0.20207569444444543,0.175152083333334,2.0833333333235434e-06,2016-01-01,Friday
51.19599999999991,290.5349999999962,251.875,0.0020000000000095497,0.03555277777777772,0.20176041666666403,0.17491319444444445,1.3888888888955206e-06,2016-01-02,Saturday
52.76000000000022,291.0540000000037,252.03099999999904,0.002999999999985903,0.03663888888888904,0.20212083333333591,0.1750215277777771,2.0833333333235434e-06,2016-01-03,Sunday
53.31500000000051,290.56299999999464,251.56300000000192,0.0020000000000095497,0.03702430555555591,0.2017798611111074,0.1746965277777791,1.3888888888955206e-06,2016-01-04,Monday
63.85999999999876,150.06000000000495,222.28099999999904,0.0030000000000143245,0.044347222222221365,0.10420833333333678,0.1543618055555549,2.083333333343281e-06,2016-01-05,Tuesday
82.35000000000036,104.04999999998836,226.34400000000096,0.001999999999981128,0.05718750000000025,0.07225694444443637,0.157183333333334,1.3888888888757832e-06,2016-01-06,Wednesday
68.46900000000096,421.85400000000664,252.03099999999904,1.2630000000000052,0.047547916666667335,0.2929541666666713,0.1750215277777771,0.0008770833333333369,2016-01-07,Thursday
107.47000000000116,723.4250000000029,283.03099999999904,2.01400000000001,0.07463194444444525,0.5023784722222242,0.1965493055555549,0.001398611111111118,2016-01-08,Friday
82.34499999999753,687.3419999999969,305.25,2.0549999999999784,0.05718402777777606,0.4773208333333312,0.21197916666666666,0.0014270833333333184,2016-01-09,Saturday
52.04000000000087,643.7070000000022,305.6870000000017,0.7880000000000109,0.0361388888888895,0.4470187500000015,0.21228263888889007,0.0005472222222222298,2016-01-10,Sunday
107.86499999999978,642.2620000000024,310.09500000000116,0.7610000000000241,0.07490624999999985,0.4460152777777795,0.2153437500000008,0.000528472222222239,2016-01-11,Monday
258.41100000000006,529.8220000000001,290.1090000000004,3.2409999999999854,0.17945208333333337,0.36793194444444455,0.20146458333333359,0.0022506944444444345,2016-01-12,Tuesday
214.87900000000081,649.112000000001,285.92099999999846,3.1740000000000066,0.14922152777777833,0.4507722222222229,0.19855624999999893,0.002204166666666671,2016-01-13,Wednesday
110.03399999999965,550.5029999999897,256.09400000000096,3.155000000000001,0.07641249999999976,0.3822937499999928,0.1778430555555562,0.002190972222222223,2016-01-14,Thursday
201.15599999999904,563.6680000000051,251.15599999999904,3.363999999999976,0.139691666666666,0.39143611111111465,0.17441388888888823,0.0023361111111110944,2016-01-15,Friday
213.03100000000086,681.9629999999961,271.1260000000002,3.1340000000000146,0.14793819444444503,0.473585416666664,0.1882819444444446,0.002176388888888899,2016-01-16,Saturday
59.225000000000364,532.0959999999977,250.84300000000076,0.757000000000005,0.041128472222222476,0.3695111111111095,0.1741965277777783,0.0005256944444444479,2016-01-17,Sunday
156.1880000000001,550.1300000000119,250.5010000000002,0.7239999999999895,0.10846388888888896,0.3820347222222305,0.1739590277777779,0.0005027777777777705,2016-01-18,Monday
335.29799999999886,563.1779999999999,252.28099999999904,3.200000000000017,0.23284583333333256,0.39109583333333325,0.1751951388888882,0.002222222222222234,2016-01-19,Tuesday
311.9559999999983,725.9339999999938,263.71800000000076,3.201999999999998,0.21663611111110995,0.504120833333329,0.18313750000000054,0.00222361111111111,2016-01-20,Wednesday
241.38800000000265,556.4790000000066,254.60099999999875,3.3409999999999798,0.1676305555555574,0.3864437500000046,0.17680624999999914,0.0023201388888888746,2016-01-21,Thursday
176.59499999999753,812.3829999999944,286.35199999999895,4.3160000000000025,0.12263541666666494,0.5641548611111072,0.19885555555555484,0.002997222222222224,2016-01-22,Friday
82.34500000000116,687.343000000008,305.2510000000002,3.069000000000017,0.05718402777777858,0.47732152777778336,0.21197986111111125,0.0021312500000000116,2016-01-23,Saturday
52.038000000000466,643.705999999991,305.6870000000017,0.775999999999982,0.03613750000000032,0.44701805555554935,0.21228263888889007,0.0005388888888888764,2016-01-24,Sunday
107.86599999999999,642.2630000000063,310.09300000000076,0.7390000000000043,0.07490694444444443,0.4460159722222266,0.21534236111111163,0.0005131944444444474,2016-01-25,Monday
258.4110000000019,529.8220000000074,290.10999999999694,3.105000000000018,0.17945208333333465,0.3679319444444496,0.20146527777777565,0.0021562500000000128,2016-01-26,Tuesday
214.8780000000006,649.1109999999899,285.9220000000023,3.195999999999998,0.14922083333333375,0.45077152777777074,0.19855694444444605,0.002219444444444443,2016-01-27,Wednesday
110.03499999999622,550.5040000000008,256.09400000000096,3.25,0.07641319444444182,0.382294444444445,0.1778430555555562,0.0022569444444444442,2016-01-28,Thursday
201.15500000000247,563.6670000000158,251.15599999999904,2.033999999999992,0.13969097222222393,0.39143541666667764,0.17441388888888823,0.0014124999999999943,2016-01-29,Friday
213.03299999999945,681.9629999999743,271.1239999999998,3.0020000000000095,0.14793958333333296,0.4735854166666488,0.18828055555555542,0.0020847222222222287,2016-01-30,Saturday
59.224999999998545,532.0970000000234,250.84500000000116,0.7789999999999964,0.04112847222222121,0.3695118055555718,0.17419791666666748,0.0005409722222222197,2016-01-31,Sunday
156.18700000000172,550.1289999999863,250.4989999999998,1.9299999999999784,0.10846319444444563,0.38203402777776824,0.17395763888888874,0.0013402777777777627,2016-02-01,Monday
335.29899999999907,563.1779999999999,252.28199999999924,3.209000000000003,0.23284652777777712,0.39109583333333325,0.1751958333333328,0.0022284722222222246,2016-02-02,Tuesday
